(array([[30.59999691, 35.91950435, 16.005     ]]), array([[30.59999691, 34.11950435, 16.005     ]]))
(array([[30.59999691, 35.91950435, 12.5       ]]), array([[30.59999691, 34.11950435, 12.5       ]]))
(array([[30.59999691, 29.98000435, 15.925     ]]), array([[30.59999691, 29.98000435, 12.42      ]]))
(array([[30.59999691,  8.10000435, 15.925     ]]), array([[30.59999691,  8.10000435, 12.36      ]]))
(array([[11.49137163, 36.00000435, 13.90138777]]), array([[14.14079962, 36.00000435, 15.97106777]]))
(array([[11.70452161, 36.00000435, 12.39853922]]), array([[14.35461623, 36.00000435, 13.80885922]]))
(array([[15.47182401, 34.67510095, 12.50833333]]), array([[15.47182401, 37.32490774, 15.98833333]]))
(array([[19.19999691, 36.00000435, 15.925     ]]), array([[19.19999691, 36.00000435, 12.58      ]]))
(array([[18.00287047, 34.80030345, 12.50833333]]), array([[18.00287047, 37.19970525, 15.98833333]]))
(array([[20.40287047, 34.80030345, 12.50833333]]), array([[20.40287047, 37.19970525, 15.98833333]]))
(array([[27.37248916, 36.00000435, 14.10019655]]), array([[30.58602476, 36.00000435, 15.97014655]]))
(array([[25.0667484 , 36.00000435, 14.11005   ]]), array([[27.3057484 , 36.00000435, 14.11005   ]]))
(array([[30.59999691,  8.02000435, 16.005     ]]), array([[30.59999691, 30.06000435, 16.005     ]]))
(array([[30.59999691,  8.02025   , 12.28      ]]), array([[30.59999691, 13.22725   , 12.28      ]]))
(array([[23.57999691, 24.56000435, 14.638     ]]), array([[23.57999691, 22.61500435, 14.638     ]]))
(array([[21.78749691,  8.10000435, 14.1325    ]]), array([[25.37249691,  8.10000435, 14.1325    ]]))
(array([[23.57999691,  8.18050217, 15.525     ]]), array([[23.57999691, 10.49950217, 15.525     ]]))
(array([[23.57999691, 11.1564204 , 12.8597069 ]]), array([[23.57999691, 11.1564204 , 12.8597069 ]]))
(array([[23.57999691, 12.22683435, 14.638     ]]), array([[23.57999691, 13.11983435, 14.638     ]]))
(array([[23.57999691, 10.66033217, 14.638     ]]), array([[23.57999691, 12.06633217, 14.638     ]]))
(array([[23.57999691, 10.55836639, 14.5198596 ]]), array([[23.57999691, 12.36746761, 15.54425884]]))
(array([[23.57999691, 10.61415984, 12.89387733]]), array([[23.57999691, 12.11250451, 14.59912314]]))
(array([[11.99999691, 31.68000435, 12.2375    ]]), array([[11.99999691,  8.02000435, 12.2375    ]]))
(array([[11.99999691, 31.52000435, 14.638     ]]), array([[11.99999691, 29.93000435, 14.638     ]]))
(array([[11.99999691, 29.85000435, 15.925     ]]), array([[11.99999691, 29.85000435, 12.34      ]]))
(array([[11.99999691, 29.85044446, 12.26      ]]), array([[11.99999691, 31.59956424, 14.638     ]]))
(array([[11.99999691, 29.85564338, 14.64633333]]), array([[11.99999691, 31.60523218, 15.98833333]]))
(array([[23.57999691, 31.52000435, 14.638     ]]), array([[23.57999691, 29.93000435, 14.638     ]]))
(array([[11.99999691, 28.10000435, 12.3275    ]]), array([[11.99999691, 28.10000435, 15.9375    ]]))
(array([[11.99999691, 28.10044446, 12.26      ]]), array([[11.99999691, 29.84956424, 14.638     ]]))
(array([[11.99999691, 26.35044446, 12.26      ]]), array([[11.99999691, 28.09956424, 14.638     ]]))
(array([[23.57999691, 29.85000435, 15.925     ]]), array([[23.57999691, 29.85000435, 12.34      ]]))
(array([[11.99999691, 26.35000435, 15.925     ]]), array([[11.99999691, 26.35000435, 12.34      ]]))
(array([[11.99999691, 24.60044446, 12.26      ]]), array([[11.99999691, 26.34956424, 14.638     ]]))
(array([[23.57999691, 29.85044446, 12.26      ]]), array([[23.57999691, 31.59956424, 14.638     ]]))
(array([[25.00512882, 36.00000435, 12.51238373]]), array([[27.36752187, 36.00000435, 14.09766732]]))
(array([[23.28667223, 36.00000435, 15.925     ]]), array([[23.28667223, 36.00000435, 12.58      ]]))
(array([[24.14399535, 35.15014907, 14.09741763]]), array([[24.14399535, 36.84985963, 15.96736763]]))
(array([[24.00421661, 35.15029557, 12.3753976 ]]), array([[24.00421661, 36.84971312, 13.9854476 ]]))
(array([[22.44535405, 35.1569016 , 12.50833333]]), array([[22.44535405, 36.8431071 , 15.98833333]]))
(array([[27.64415128, 36.00000435, 12.37886196]]), array([[30.85733895, 36.00000435, 13.98891196]]))
(array([[ 7.43656231, 36.00000435, 13.91032   ]]), array([[ 9.8999815 , 36.00000435, 14.40196   ]]))
(array([[23.57999691, 29.85564338, 14.64633333]]), array([[23.57999691, 31.60523218, 15.98833333]]))
(array([[23.57999691, 28.10000435, 12.34      ]]), array([[23.57999691, 28.10000435, 15.925     ]]))
(array([[23.57999691, 28.10044446, 12.26      ]]), array([[23.57999691, 29.84956424, 14.638     ]]))
(array([[23.57999691, 26.35044446, 12.26      ]]), array([[23.57999691, 28.09956424, 14.638     ]]))
(array([[23.57999691, 26.35000435, 15.925     ]]), array([[23.57999691, 26.35000435, 12.34      ]]))
(array([[23.57999691, 24.60044446, 12.26      ]]), array([[23.57999691, 26.34956424, 14.638     ]]))
(array([[11.99999691, 24.52000435, 14.638     ]]), array([[11.99999691, 22.65500435, 14.638     ]]))
(array([[10.19499691, 20.55000435, 14.13875   ]]), array([[13.80499691, 20.55000435, 14.13875   ]]))
(array([[23.57999691, 24.60000435, 15.925     ]]), array([[23.57999691, 24.60000435, 12.34      ]]))
(array([[21.78749691, 13.20000435, 14.1325    ]]), array([[25.37249691, 13.20000435, 14.1325    ]]))
(array([[11.99999691, 22.57500435, 12.34      ]]), array([[11.99999691, 22.57500435, 15.925     ]]))
(array([[10.20749691, 18.52500435, 14.1325    ]]), array([[13.79249691, 18.52500435, 14.1325    ]]))
(array([[10.20749691,  8.10000435, 14.1325    ]]), array([[13.79249691,  8.10000435, 14.1325    ]]))
(array([[11.99999691, 24.60000435, 15.925     ]]), array([[11.99999691, 24.60000435, 12.34      ]]))
(array([[10.20749691, 13.20000435, 14.132     ]]), array([[13.79249691, 13.20000435, 14.132     ]]))
(array([[11.99999691, 16.50000435, 15.925     ]]), array([[11.99999691, 16.50000435, 12.34      ]]))
(array([[23.49999691, 13.20000435, 16.005     ]]), array([[12.07999691, 13.20000435, 16.005     ]]))
(array([[23.49999691, 13.20000435, 12.2375    ]]), array([[12.07999691, 13.20000435, 12.2375    ]]))
(array([[ 5.05999691, 31.60000435, 15.23      ]]), array([[ 5.91999691, 31.60000435, 15.23      ]]))
(array([[ 4.98569887, 31.60000435, 15.23833333]]), array([[ 6.00562828, 31.60000435, 15.98833333]]))
(array([[ 6.08007636, 31.59999317, 15.23      ]]), array([[ 7.69307636, 31.59999317, 15.23      ]]))
(array([[ 6.88658095, 30.71346881, 12.26000031]]), array([[ 6.88658095, 32.48653988, 15.23000031]]))
(array([[ 8.65972797, 30.71344645, 12.25999969]]), array([[ 8.65972797, 32.48651752, 15.22999969]]))
(array([[ 5.9902775 , 31.59999329, 15.23833311]]), array([[ 7.76316357, 31.59999329, 15.98833311]]))
(array([[23.65999691,  8.10000435, 16.005     ]]), array([[30.51999691,  8.10000435, 16.005     ]]))
(array([[ 4.89999691,  8.10000435, 12.5       ]]), array([[11.91999691,  8.10000435, 12.5       ]]))
(array([[11.91999691,  8.10000435, 16.005     ]]), array([[ 4.89999691,  8.10000435, 16.005     ]]))
(array([[ 4.97999691,  8.18051326, 16.005     ]]), array([[ 4.97999691,  9.99051326, 16.005     ]]))
(array([[ 4.97999691,  8.10000435, 12.58      ]]), array([[ 4.97999691,  8.10000435, 15.925     ]]))
(array([[23.55749691,  8.10000435, 14.2525    ]]), array([[26.98249691,  8.10000435, 14.2525    ]]))
(array([[23.65999691,  8.10000435, 12.5       ]]), array([[25.34999691,  8.10000435, 12.5       ]]))
(array([[25.34999691,  8.10000435, 13.78539973]]), array([[30.51999691,  8.10000435, 13.78539973]]))
(array([[ 7.78314354, 31.59999329, 15.23833356]]), array([[ 9.55602961, 31.59999329, 15.98833356]]))
(array([[ 3.26749691, 33.39995737, 14.25225   ]]), array([[ 6.69249691, 33.39995737, 14.25225   ]]))
(array([[ 4.97999691, 31.60048086, 13.78087299]]), array([[ 4.97999691, 33.39948086, 13.78087299]]))
(array([[ 4.97999691, 31.60011346, 12.5       ]]), array([[ 4.97999691, 33.39984826, 13.78087299]]))
(array([[ 4.97999691, 33.43996912, 13.78087299]]), array([[ 4.97999691, 35.95996912, 13.78087299]]))
(array([[ 4.97999691, 33.40019546, 12.5       ]]), array([[ 4.97999691, 35.99976626, 13.78087299]]))
(array([[ 9.54630823, 33.39247634, 14.13255399]]), array([[ 9.54630823, 29.80747634, 14.13244601]]))
(array([[ 9.62665257, 31.59998198, 15.23      ]]), array([[11.91965257, 31.59998198, 15.23      ]]))
(array([[10.87150977, 31.59999495, 15.2885756 ]]), array([[12.09726219, 31.59999495, 16.0385756 ]]))
(array([[ 9.56391101, 31.59999285, 15.23057303]]), array([[10.78966343, 31.59999285, 15.98057303]]))
(array([[11.99999691, 22.57529822, 12.26      ]]), array([[11.99999691, 24.59971048, 14.638     ]]))
(array([[11.99999691, 20.55029822, 12.26      ]]), array([[11.99999691, 22.57471048, 14.638     ]]))
(array([[11.99999691, 18.52529822, 12.26      ]]), array([[11.99999691, 20.54971048, 14.638     ]]))
(array([[11.99999691, 16.50029822, 12.26      ]]), array([[11.99999691, 18.52471048, 14.638     ]]))
(array([[11.99999691, 16.49390822, 14.64633333]]), array([[11.99999691, 18.51852596, 15.98833333]]))
(array([[23.57999691, 14.85000435, 12.34      ]]), array([[23.57999691, 14.85000435, 15.925     ]]))
(array([[23.57999691, 20.55000435, 15.925     ]]), array([[23.57999691, 20.55000435, 12.34      ]]))
(array([[23.57999691, 22.57500435, 12.34      ]]), array([[23.57999691, 22.57500435, 15.925     ]]))
(array([[23.57999691, 18.52500435, 12.34      ]]), array([[23.57999691, 18.52500435, 15.925     ]]))
(array([[23.57999691, 22.57529822, 12.26      ]]), array([[23.57999691, 24.59971048, 14.638     ]]))
(array([[23.57999691, 20.55029822, 12.26      ]]), array([[23.57999691, 22.57471048, 14.638     ]]))
(array([[23.57999691, 18.52529822, 12.26      ]]), array([[23.57999691, 20.54971048, 14.638     ]]))
(array([[23.57999691, 16.50029822, 12.26      ]]), array([[23.57999691, 18.52471048, 14.638     ]]))
(array([[11.99999691, 14.85000435, 12.34      ]]), array([[11.99999691, 14.85000435, 15.925     ]]))
(array([[23.57999691, 14.85032987, 12.26      ]]), array([[23.57999691, 16.49967883, 14.638     ]]))
(array([[23.57999691,  8.02050435, 16.005     ]]), array([[23.57999691, 31.68050435, 16.005     ]]))
(array([[23.57999691, 31.67950435, 12.2375    ]]), array([[23.57999691,  8.01950435, 12.2375    ]]))
(array([[23.57999691, 13.20032987, 12.26      ]]), array([[23.57999691, 14.84967883, 14.638     ]]))
(array([[23.57999691, 16.42000435, 14.638     ]]), array([[23.57999691, 14.93000435, 14.638     ]]))
(array([[23.57999691, 16.50000435, 15.925     ]]), array([[23.57999691, 16.50000435, 12.34      ]]))
(array([[23.57999691, 13.19542521, 14.64633333]]), array([[23.57999691, 14.84433758, 15.98833333]]))
(array([[14.31599691, 31.60000435, 15.925     ]]), array([[14.31599691, 31.60000435, 12.34      ]]))
(array([[16.63199691, 31.60000435, 15.925     ]]), array([[16.63199691, 31.60000435, 12.34      ]]))
(array([[11.99999691, 14.93000435, 14.638     ]]), array([[11.99999691, 16.42000435, 14.638     ]]))
(array([[11.99999691, 13.20032987, 12.26      ]]), array([[11.99999691, 14.84967883, 14.638     ]]))
(array([[11.99999691, 14.85032987, 12.26      ]]), array([[11.99999691, 16.49967883, 14.638     ]]))
(array([[18.94799691, 31.60000435, 15.925     ]]), array([[18.94799691, 31.60000435, 12.34      ]]))
(array([[21.26399691, 31.60000435, 15.925     ]]), array([[21.26399691, 31.60000435, 12.34      ]]))
(array([[22.42459099, 30.44204019, 12.26833333]]), array([[22.42459099, 32.75796851, 15.98833333]]))
(array([[13.15799691, 30.43990027, 12.2691204 ]]), array([[13.15799691, 32.76010842, 15.9958796 ]]))
(array([[15.47140282, 30.44204019, 12.26833333]]), array([[15.47140282, 32.75796851, 15.98833333]]))
(array([[20.10859099, 30.44204019, 12.26833333]]), array([[20.10859099, 32.75796851, 15.98833333]]))
(array([[17.78740282, 30.44204019, 12.26833333]]), array([[17.78740282, 32.75796851, 15.98833333]]))
(array([[ 4.97999691, 35.91997981, 12.5       ]]), array([[ 4.97999691, 16.60897981, 12.5       ]]))
(array([[ 4.97999691, 26.93636401, 12.50437496]]), array([[ 4.97999691, 29.26364469, 16.00062504]]))
(array([[ 4.97999691, 29.27022823, 12.50833333]]), array([[ 4.97999691, 31.60203461, 15.98833333]]))
(array([[11.99999691, 11.55032987, 12.26      ]]), array([[11.99999691, 13.19967883, 14.638     ]]))
(array([[11.99999691,  8.10016435, 15.375     ]]), array([[11.99999691, 10.01716435, 15.375     ]]))
(array([[11.99999691,  9.99265499, 15.3633916 ]]), array([[11.99999691, 11.52451138, 15.9683916 ]]))
(array([[11.99999691, 11.55000435, 14.638     ]]), array([[11.99999691, 13.20000435, 14.638     ]]))
(array([[11.99999691, 10.10492261, 14.60436268]]), array([[11.99999691, 11.63685962, 15.34136268]]))
(array([[10.20749691, 11.55000435, 14.132     ]]), array([[13.79249691, 11.55000435, 14.132     ]]))
(array([[11.99999691, 10.01744685, 12.26      ]]), array([[11.99999691, 11.54988184, 14.638     ]]))
(array([[11.99999691,  8.11372962, 15.37924786]]), array([[11.99999691,  9.11147709, 16.00924786]]))
(array([[11.99999691,  9.00585161, 15.37924786]]), array([[11.99999691, 10.00359907, 16.00924786]]))
(array([[23.57999691, 12.14771186, 12.26      ]]), array([[23.57999691, 13.19895683, 14.638     ]]))
(array([[21.78749691, 12.14666435, 14.1325    ]]), array([[25.37249691, 12.14666435, 14.1325    ]]))
(array([[21.78749691, 10.58      , 14.1325    ]]), array([[25.37249691, 10.58      , 14.1325    ]]))
(array([[23.57999691,  8.07255409, 15.51583327]]), array([[23.57999691,  9.30900933, 15.99484729]]))
(array([[23.57999691,  9.38442951, 15.47918811]]), array([[23.57999691, 10.72356752, 15.99765256]]))
(array([[25.18999691,  8.10000435, 13.78539973]]), array([[23.65999691,  8.10000435, 13.78539973]]))
(array([[24.25929667,  7.2557457 , 13.98019727]]), array([[24.25929667,  8.944263  , 16.17479754]]))
(array([[23.41704458,  8.10000435, 12.60590215]]), array([[25.10668257,  8.10000435, 13.89130189]]))
(array([[25.29180939,  8.10000435, 13.7827532 ]]), array([[27.95639822,  8.10000435, 15.97735347]]))
(array([[27.93805044,  8.10000435, 13.7946134 ]]), array([[30.60263927,  8.10000435, 15.98921367]]))
(array([[30.59999691, 15.39631803, 12.50833333]]), array([[30.59999691, 17.82729006, 15.98833333]]))
(array([[30.59999691, 17.82742915, 12.50833333]]), array([[30.59999691, 20.25840117, 15.98833333]]))
(array([[30.59999691, 10.5580014 , 12.29670277]]), array([[30.59999691, 11.85644673, 13.38622777]]))
(array([[30.59999691, 20.25854026, 12.50833333]]), array([[30.59999691, 22.68951228, 15.98833333]]))
(array([[30.59999691, 22.68965137, 12.50833333]]), array([[30.59999691, 25.1206234 , 15.98833333]]))
(array([[30.59999691, 25.12076248, 12.50833333]]), array([[30.59999691, 27.55173451, 15.98833333]]))
(array([[28.92099691, 15.39333768, 14.2525    ]]), array([[32.27899691, 15.39333768, 14.2525    ]]))
(array([[30.59999542, 27.55250364, 12.74343486]]), array([[30.59999542, 29.98263736, 15.98833333]]))
(array([[28.92099691, 17.82444879, 14.2525    ]]), array([[32.27899691, 17.82444879, 14.2525    ]]))
(array([[28.81749691, 13.14749566, 14.1425    ]]), array([[32.38249691, 13.14749566, 14.1425    ]]))
(array([[28.81749691, 10.53111546, 14.1425    ]]), array([[32.38249691, 10.53111546, 14.1425    ]]))
(array([[28.92099691, 20.2555599 , 14.2525    ]]), array([[32.27899691, 20.2555599 , 14.2525    ]]))
(array([[30.59999691, 22.68667101, 15.925     ]]), array([[30.59999691, 22.68667101, 12.58      ]]))
(array([[30.59999691, 25.11778212, 15.925     ]]), array([[30.59999691, 25.11778212, 12.58      ]]))
(array([[30.59999691, 27.54889323, 15.925     ]]), array([[30.59999691, 27.54889323, 12.58      ]]))
(array([[30.59999691, 10.61130556, 14.98098   ]]), array([[30.59999691, 13.06730556, 14.98098   ]]))
(array([[30.59999691, 10.57121023, 13.38050615]]), array([[30.59999691, 13.10721023, 13.38050615]]))
(array([[30.59999691, 11.93107778, 12.19859395]]), array([[30.59999691, 13.24728387, 13.30584349]]))
(array([[30.59999691, 10.52750434, 14.96306712]]), array([[30.59999691, 11.87859046, 15.99484534]]))
(array([[30.59999691, 11.80338593, 14.96282557]]), array([[30.59999691, 13.41127066, 16.14381317]]))
(array([[11.99999691,  8.02000435, 16.005     ]]), array([[11.99999691, 31.68000435, 16.005     ]]))
(array([[30.59999392, 27.62894879, 12.73510153]]), array([[30.59999392, 29.89994879, 12.73510153]]))
(array([[14.31599691, 13.20000435, 15.9245    ]]), array([[14.31599691, 13.20000435, 12.3395    ]]))
